id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,known_status,last_reviewed,review_count
CS-266,SELECT,SELECT,데이터베이스,S,S,테이블에서 원하는 열과 행을 조회하는 SQL 질의 명령입니다.,"의미: SELECT는 데이터베이스에 원하는 구조나 결과를 요청하기 위한 명령·절·객체에 해당합니다. 어떤 데이터를 만들고, 고르고, 묶고, 연결하고, 제어하는지로 의미를 구분하면 됩니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[DCL]], [[TCL]], [[WHERE]], [[GROUP BY]], [[SQL]]",04-02-프로그래밍-SQL-분산-클라우드.md; 10-03-01-XSS-SQL-Injection.md; 13-01-00-SQL-기본.md,"데이터베이스 문제에서는 SELECT의 정의만 쓰지 말고 관련 개념(DCL, TCL, WHERE)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-267,Selective Repeat,Selective Repeat,네트워크,S,S,오류가 난 프레임만 선택적으로 재전송하는 슬라이딩 윈도우 ARQ 방식입니다.,"의미: Selective Repeat는 종단 간 데이터 전송의 신뢰성, 순서, 속도 조절, 연결 상태를 설명하는 개념입니다. 빠른 전송과 안정적 전송 중 무엇을 보장하는지 확인해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[Stop-and-Wait]], [[Go-Back-N]], [[AIMD]], [[Slow Start]], [[TCP]]",05-14-01-한국은행-2019-컴퓨터공학-학술-파트-I.md,"네트워크 문제에서는 Selective Repeat의 정의만 쓰지 말고 관련 개념(Stop-and-Wait, Go-Back-N, AIMD)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-268,시퀀스 다이어그램,Sequence Diagram,소프트웨어공학,S,ㅅ,객체나 컴포넌트가 시간 순서에 따라 메시지를 주고받는 동적 상호작용을 표현하는 UML 다이어그램입니다.,의미: 시퀀스 다이어그램은 코드와 시스템 구조를 변경에 강하고 이해하기 쉽게 만들기 위한 설계 개념입니다. 책임 분리와 의존성 방향을 어떻게 잡는지가 핵심입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[UML]], [[클래스 다이어그램]], [[아키텍처]], [[모듈화]], [[테스트]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 시퀀스 다이어그램의 정의만 쓰지 말고 관련 개념(UML, 클래스 다이어그램, 아키텍처)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-269,서버리스,Serverless,클라우드·분산시스템,S,ㅅ,서버 관리 없이 함수나 애플리케이션 코드를 실행하고 사용량만큼 비용을 내는 실행 모델입니다.,"의미: 서버리스는 컴퓨팅 자원을 물리 장비에 직접 묶지 않고 필요한 만큼 배치·확장·격리해 쓰는 인프라 개념입니다. 누가 어느 계층까지 관리하는지가 중요합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[하이브리드 클라우드]], [[오토스케일링]], [[마이크로서비스]], [[API 게이트웨이]], [[분산 시스템]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 서버리스의 정의만 쓰지 말고 관련 개념(하이브리드 클라우드, 오토스케일링, 마이크로서비스)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-270,세션 하이재킹,Session Hijacking,보안,S,ㅅ,세션 식별자를 탈취하거나 예측해 정상 사용자의 인증 세션을 가로채는 공격입니다.,"의미: 세션 하이재킹은 공격자가 어떤 신뢰 관계나 입력 지점, 네트워크 약점을 악용하는지 설명하는 위협 개념입니다. 피해 경로와 차단 지점을 함께 파악해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[SQL Injection]], [[CSRF]], [[DDoS]], [[SYN Flood]], [[인증]]",10-03-01-XSS-SQL-Injection.md,"보안 문제에서는 세션 하이재킹의 정의만 쓰지 말고 관련 개념(SQL Injection, CSRF, DDoS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-271,결제,Settlement,금융IT·신기술,S,ㄱ,청산 결과에 따라 실제 자금이나 증권의 소유권 이전을 완료하는 과정입니다.,"의미: 결제는 금융 거래가 전자적으로 발생하고 최종적으로 자금 이전으로 확정되는 과정을 설명하는 금융 인프라 개념입니다. 편의성뿐 아니라 안정성과 결제 리스크가 중요합니다. 동작/활용: 실무에서는 금융 안정성, 보안, 규제 준수, 이용자 보호와 기술 효율성을 함께 판단하는 기준이 됩니다.","[[지급결제]], [[청산]], [[RTGS]], [[DNS 차액결제]], [[전자금융]]",03-01-지원동기.md; 05-09-운영체제-기출-모음.md; 14-컴퓨터구조-심화.md,"금융IT·신기술 문제에서는 결제의 정의만 쓰지 말고 관련 개념(지급결제, 청산, RTGS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-272,SHA,SHA,보안,S,S,입력 데이터를 고정 길이 해시값으로 변환하는 안전 해시 알고리즘 계열입니다.,의미: SHA는 입력 데이터를 고정 길이 해시값으로 바꾸어 무결성 확인에 쓰는 해시 알고리즘 계열입니다. 암호화처럼 복호화하는 기술이 아니라 단방향 요약입니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.,"[[AES]], [[RSA]], [[솔트]], [[키 스트레칭]], [[인증]]",05-05-SGI서울보증-기출.md; 08-03-HTTP-DNS-TLS.md; 05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md,"보안 문제에서는 SHA의 정의만 쓰지 말고 관련 개념(AES, RSA, 솔트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-273,샤딩,Sharding,클라우드·분산시스템,S,ㅅ,데이터를 키 범위나 해시 기준으로 여러 노드에 수평 분할하는 기법입니다.,"의미: 샤딩은 여러 노드에 데이터와 처리가 나뉘었을 때 정확성, 가용성, 장애 허용성 사이의 선택을 설명하는 분산 시스템 개념입니다. 네트워크 실패를 전제로 이해해야 합니다. 동작/활용: 실무에서는 장애가 발생해도 서비스가 계속 동작하도록 확장, 복구, 배포, 관측 구조를 설계하는 데 쓰입니다.","[[최종 일관성]], [[복제]], [[파티셔닝]], [[로드 밸런싱]], [[분산 시스템]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 샤딩의 정의만 쓰지 말고 관련 개념(최종 일관성, 복제, 파티셔닝)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-274,SIEM,SIEM,보안,S,S,로그와 보안 이벤트를 수집·상관분석해 위협 탐지와 사고 대응을 지원하는 플랫폼입니다.,"의미: SIEM는 보안 사고를 예방하거나 탐지하고 대응하기 위한 통제·운영 개념입니다. 공격을 막는 것인지, 발견하는 것인지, 위험을 평가하는 것인지 구분합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[IDS]], [[IPS]], [[로그 감사]], [[취약점]], [[인증]]",10-04-IDS-IPS-로그-감사.md,"보안 문제에서는 SIEM의 정의만 쓰지 말고 관련 개념(IDS, IPS, 로그 감사)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-275,싱글턴 패턴,Singleton Pattern,소프트웨어공학,S,ㅅ,클래스의 인스턴스를 하나만 만들고 전역 접근점을 제공하는 생성 패턴입니다.,의미: 싱글턴 패턴은 코드와 시스템 구조를 변경에 강하고 이해하기 쉽게 만들기 위한 설계 개념입니다. 책임 분리와 의존성 방향을 어떻게 잡는지가 핵심입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[의존성 역전 원칙]], [[디자인 패턴]], [[팩토리 패턴]], [[전략 패턴]], [[테스트]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 싱글턴 패턴의 정의만 쓰지 말고 관련 개념(의존성 역전 원칙, 디자인 패턴, 팩토리 패턴)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-276,SJF,SJF,운영체제,S,S,CPU 사용 시간이 가장 짧은 작업을 먼저 실행하는 스케줄링 방식입니다.,"의미: SJF는 CPU를 기다리는 작업들 사이에서 실행 순서와 시간을 정하는 기준입니다. 공정성, 응답 시간, 처리량, 문맥 교환 비용이 어떻게 달라지는지를 함께 봐야 합니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[비선점형 스케줄링]], [[FCFS]], [[SRTF]], [[HRN]], [[프로세스]]",05-09-운영체제-기출-모음.md; 06-02-02-선점형과-비선점형.md; 06-02-00-CPU-스케줄링.md,"운영체제 문제에서는 SJF의 정의만 쓰지 말고 관련 개념(비선점형 스케줄링, FCFS, SRTF)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-277,Slow Start,Slow Start,네트워크,S,S,TCP가 연결 초기에 혼잡 윈도우를 지수적으로 늘려 사용 가능한 대역폭을 탐색하는 단계입니다.,"의미: Slow Start는 종단 간 데이터 전송의 신뢰성, 순서, 속도 조절, 연결 상태를 설명하는 개념입니다. 빠른 전송과 안정적 전송 중 무엇을 보장하는지 확인해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[Selective Repeat]], [[AIMD]], [[HTTP]], [[HTTPS]], [[TCP]]",08-02-02-혼잡제어와-흐름제어.md; 05-06-예탁결제원-기출.md,"네트워크 문제에서는 Slow Start의 정의만 쓰지 말고 관련 개념(Selective Repeat, AIMD, HTTP)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-278,스마트 컨트랙트,Smart Contract,금융IT·신기술,S,ㅅ,블록체인 위에서 조건이 충족되면 자동 실행되는 프로그램 형태의 계약입니다.,"의미: 스마트 컨트랙트는 중앙기관 없이도 거래 기록의 무결성과 합의를 유지하기 위한 디지털 원장·자산 개념입니다. 신뢰를 코드와 합의 규칙으로 어떻게 대체하는지 봐야 합니다. 동작/활용: 실무에서는 금융 안정성, 보안, 규제 준수, 이용자 보호와 기술 효율성을 함께 판단하는 기준이 됩니다.","[[프라이빗 블록체인]], [[퍼블릭 블록체인]], [[DeFi]], [[디지털 자산]], [[전자금융]]",보강 개념(페이지 직접 언급 없음),"금융IT·신기술 문제에서는 스마트 컨트랙트의 정의만 쓰지 말고 관련 개념(프라이빗 블록체인, 퍼블릭 블록체인, DeFi)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-279,스미싱,Smishing,보안,S,ㅅ,문자메시지나 모바일 메시지를 이용해 악성 링크 클릭이나 개인정보 입력을 유도하는 피싱 유형입니다.,"의미: 스미싱은 공격자가 어떤 신뢰 관계나 입력 지점, 네트워크 약점을 악용하는지 설명하는 위협 개념입니다. 피해 경로와 차단 지점을 함께 파악해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[랜섬웨어]], [[피싱]], [[파밍]], [[사회공학]], [[인증]]",05-01-우리은행-기출.md; 04-04-네트워크-프로토콜-보안.md; 05-12-보안-기출-모음.md,"보안 문제에서는 스미싱의 정의만 쓰지 말고 관련 개념(랜섬웨어, 피싱, 파밍)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-280,스머프 공격,Smurf Attack,보안,S,ㅅ,위조된 출발지 IP와 브로드캐스트 ICMP를 이용해 피해자에게 응답 트래픽을 집중시키는 DDoS 공격입니다.,"의미: 스머프 공격은 공격자가 어떤 신뢰 관계나 입력 지점, 네트워크 약점을 악용하는지 설명하는 위협 개념입니다. 피해 경로와 차단 지점을 함께 파악해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[DDoS]], [[SYN Flood]], [[ARP 스푸핑]], [[DNS 스푸핑]], [[인증]]",10-03-02-DDoS-스머프-SYN-Flood.md; 05-06-예탁결제원-기출.md,"보안 문제에서는 스머프 공격의 정의만 쓰지 말고 관련 개념(DDoS, SYN Flood, ARP 스푸핑)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-281,사회공학,Social Engineering,보안,S,ㅅ,"기술적 취약점보다 사람의 심리, 신뢰, 실수를 이용해 정보를 얻거나 행위를 유도하는 공격 기법입니다.","의미: 사회공학은 공격자가 어떤 신뢰 관계나 입력 지점, 네트워크 약점을 악용하는지 설명하는 위협 개념입니다. 피해 경로와 차단 지점을 함께 파악해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[스미싱]], [[파밍]], [[XSS]], [[SQL Injection]], [[인증]]",05-14-한국은행-기출.md; 05-14-23-한국은행-2025-컴퓨터공학-학술-13-정보보호-사회공학-XSS-CSRF.md,"보안 문제에서는 사회공학의 정의만 쓰지 말고 관련 개념(스미싱, 파밍, XSS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-282,소프트웨어공학,Software Engineering,소프트웨어공학,S,ㅅ,"소프트웨어를 요구사항 분석, 설계, 구현, 테스트, 유지보수의 공학적 절차로 개발해 품질과 생산성을 높이는 학문입니다.","의미: 소프트웨어공학은 요구사항을 안정적인 소프트웨어 산출물로 바꾸기 위해 사용하는 공학적 관리·설계 개념입니다. 품질, 비용, 일정, 변경 용이성 중 무엇을 개선하는지 봐야 합니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.","[[소프트웨어 생명주기]], [[폭포수 모델]], [[테스트]], [[형상 관리]], [[요구사항 분석]]",06-02-02-선점형과-비선점형.md; 02-01-기본-전제와-일정.md; 06-01-02-스레드와-멀티스레딩.md,"소프트웨어공학 문제에서는 소프트웨어공학의 정의만 쓰지 말고 관련 개념(소프트웨어 생명주기, 폭포수 모델, 테스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-283,SOLID,SOLID,소프트웨어공학,S,S,객체지향 설계를 유연하고 유지보수 가능하게 만들기 위한 다섯 가지 설계 원칙의 약어입니다.,의미: SOLID는 코드와 시스템 구조를 변경에 강하고 이해하기 쉽게 만들기 위한 설계 개념입니다. 책임 분리와 의존성 방향을 어떻게 잡는지가 핵심입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[응집도]], [[정보 은닉]], [[단일 책임 원칙]], [[개방-폐쇄 원칙]], [[테스트]]",05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md; 11-03-설계-결합도-응집도.md,"소프트웨어공학 문제에서는 SOLID의 정의만 쓰지 말고 관련 개념(응집도, 정보 은닉, 단일 책임 원칙)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-284,정렬,Sorting,자료구조·알고리즘,S,ㅈ,데이터를 정해진 기준에 따라 오름차순이나 내림차순으로 재배치하는 작업입니다.,"의미: 정렬은 문제를 어떤 순서와 전략으로 풀어 계산량을 줄일지 정하는 알고리즘 개념입니다. 완전 탐색보다 왜 빠르거나 어떤 조건에서 맞는 해를 보장하는지 보는 것이 중요합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[크루스칼 알고리즘]], [[프림 알고리즘]], [[버블 정렬]], [[선택 정렬]], [[시간 복잡도]]",04-IT-필기-핵심정리.md; 05-14-28-한국은행-2026-컴퓨터공학-학술-3-프로그래밍-언어.md; 09-03-정렬과-탐색.md,"자료구조·알고리즘 문제에서는 정렬의 정의만 쓰지 말고 관련 개념(크루스칼 알고리즘, 프림 알고리즘, 버블 정렬)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-285,나선형 모델,Spiral Model,소프트웨어공학,S,ㄴ,"반복 개발에 위험 분석을 결합해 계획, 위험 분석, 개발, 평가를 나선형으로 반복하는 대형 프로젝트용 모델입니다.","의미: 나선형 모델은 개발 과정을 어떤 흐름과 반복 구조로 운영할지 정하는 방법론 또는 실행 방식입니다. 변경 대응, 피드백 주기, 자동화 수준이 차이를 만듭니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.","[[폭포수 모델]], [[프로토타입 모델]], [[애자일]], [[스크럼]], [[테스트]]",11-01-개발방법론.md; 11-소프트웨어공학.md,"소프트웨어공학 문제에서는 나선형 모델의 정의만 쓰지 말고 관련 개념(폭포수 모델, 프로토타입 모델, 애자일)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-286,스프린트,Sprint,소프트웨어공학,S,ㅅ,스크럼에서 정해진 기간 동안 선택한 백로그를 설계·구현·검증해 사용 가능한 증가분을 만드는 반복 주기입니다.,"의미: 스프린트는 개발 과정을 어떤 흐름과 반복 구조로 운영할지 정하는 방법론 또는 실행 방식입니다. 변경 대응, 피드백 주기, 자동화 수준이 차이를 만듭니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.","[[애자일]], [[스크럼]], [[칸반]], [[DevOps]], [[테스트]]",05-08-산업은행-기출.md; 11-01-개발방법론.md; 11-소프트웨어공학.md,"소프트웨어공학 문제에서는 스프린트의 정의만 쓰지 말고 관련 개념(애자일, 스크럼, 칸반)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-287,SQL,SQL,데이터베이스,S,S,"관계형 데이터베이스에서 데이터 정의, 조작, 제어, 질의를 수행하는 표준 언어입니다.","의미: SQL는 데이터베이스에 원하는 구조나 결과를 요청하기 위한 명령·절·객체에 해당합니다. 어떤 데이터를 만들고, 고르고, 묶고, 연결하고, 제어하는지로 의미를 구분하면 됩니다. 동작/활용: 실무에서는 테이블 설계, SQL 작성, 인덱스 튜닝, 트랜잭션 처리, 장애 복구에서 이 개념이 직접 사용됩니다.","[[클러스터드 인덱스]], [[비클러스터드 인덱스]], [[DDL]], [[DML]], [[트랜잭션]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-09-운영체제-기출-모음.md; 05-08-산업은행-기출.md,"데이터베이스 문제에서는 SQL의 정의만 쓰지 말고 관련 개념(클러스터드 인덱스, 비클러스터드 인덱스, DDL)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-288,SQL Injection,SQL Injection,보안,S,S,입력값에 악성 SQL을 삽입해 데이터베이스 질의를 조작하는 공격입니다.,"의미: SQL Injection는 공격자가 어떤 신뢰 관계나 입력 지점, 네트워크 약점을 악용하는지 설명하는 위협 개념입니다. 피해 경로와 차단 지점을 함께 파악해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[사회공학]], [[XSS]], [[CSRF]], [[세션 하이재킹]], [[인증]]",10-03-01-XSS-SQL-Injection.md; 05-01-우리은행-기출.md; 20-5-금융보안원-면접.md,"보안 문제에서는 SQL Injection의 정의만 쓰지 말고 관련 개념(사회공학, XSS, CSRF)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-289,SRAM,SRAM,컴퓨터구조,S,S,플립플롭 기반으로 빠르지만 비싸 캐시에 주로 쓰이는 휘발성 메모리입니다.,"의미: SRAM는 저장장치의 속도 차이를 줄이거나 데이터를 더 빠르게 접근하기 위한 메모리 계층 개념입니다. 가까운 곳에 무엇을 얼마나 보관할지가 핵심입니다. 동작/활용: 실무에서는 성능 병목, 캐시 효율, 병렬화 한계, 하드웨어 자원 사용량을 설명하는 근거가 됩니다.","[[RAM]], [[ROM]], [[DRAM]], [[플래시 메모리]], [[CPU]]",보강 개념(페이지 직접 언급 없음),"컴퓨터구조 문제에서는 SRAM의 정의만 쓰지 말고 관련 개념(RAM, ROM, DRAM)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-290,SRTF,SRTF,운영체제,S,S,남은 실행 시간이 가장 짧은 프로세스를 우선 실행하는 선점형 SJF 방식입니다.,"의미: SRTF는 CPU를 기다리는 작업들 사이에서 실행 순서와 시간을 정하는 기준입니다. 공정성, 응답 시간, 처리량, 문맥 교환 비용이 어떻게 달라지는지를 함께 봐야 합니다. 동작/활용: 실무에서는 서버 성능 진단, 동시성 버그 분석, 메모리 부족과 I/O 병목 해결에서 이 개념이 중요합니다.","[[FCFS]], [[SJF]], [[HRN]], [[Round Robin]], [[프로세스]]",06-02-02-선점형과-비선점형.md; 06-02-00-CPU-스케줄링.md; 06-02-01-FCFS-SJF-HRN-RR.md,"운영체제 문제에서는 SRTF의 정의만 쓰지 말고 관련 개념(FCFS, SJF, HRN)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-291,SSH,SSH,보안,S,S,원격 시스템에 안전하게 로그인하고 명령을 실행하기 위한 암호화 네트워크 프로토콜입니다.,"의미: SSH는 데이터를 숨기거나 변조 여부와 신원을 확인하기 위한 암호·인증 기술입니다. 기밀성, 무결성, 인증 중 어떤 보안 속성을 제공하는지 구분해야 합니다. 동작/활용: 실무에서는 공격 표면을 줄이고 사고를 예방·탐지·대응하기 위한 통제와 점검 항목으로 연결됩니다.","[[제로 트러스트]], [[VPN]], [[TLS]], [[보안 코딩]], [[인증]]",05-05-SGI서울보증-기출.md; 05-11-네트워크-기출-모음.md,"보안 문제에서는 SSH의 정의만 쓰지 말고 관련 개념(제로 트러스트, VPN, TLS)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-292,SSL,SSL,네트워크,S,S,TLS 이전 세대의 보안 통신 프로토콜로 현재는 보안상 TLS 사용이 권장됩니다.,"의미: SSL는 사용자가 체감하는 웹·응용 서비스 통신을 가능하게 하는 프로토콜 또는 상태 관리 개념입니다. 요청·응답, 이름 해석, 암호화, 세션 유지 중 어떤 역할인지로 이해합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[반복 질의]], [[TLS]], [[대칭키 암호]], [[공개키 암호]], [[TCP]]",05-14-02-한국은행-2019-컴퓨터공학-학술-파트-II.md; 05-04-금융결제원-기출.md; 04-04-네트워크-프로토콜-보안.md,"네트워크 문제에서는 SSL의 정의만 쓰지 말고 관련 개념(반복 질의, TLS, 대칭키 암호)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-293,스택,Stack,자료구조·알고리즘,S,ㅅ,마지막에 넣은 데이터가 먼저 나오는 LIFO 구조입니다.,"의미: 스택은 데이터를 어떤 모양으로 저장해야 삽입, 삭제, 탐색, 순회가 효율적인지 결정하는 자료 표현 방식입니다. 연산별 비용과 메모리 사용 특성을 함께 봐야 합니다. 동작/활용: 실무와 시험에서는 입력 크기, 시간복잡도, 공간복잡도, 구현 난이도를 비교해 적절한 방법을 선택하는 기준이 됩니다.","[[이중 연결 리스트]], [[원형 연결 리스트]], [[큐]], [[원형 큐]], [[시간 복잡도]]",05-08-산업은행-기출.md; 06-02-02-선점형과-비선점형.md; 02-01-기본-전제와-일정.md,"자료구조·알고리즘 문제에서는 스택의 정의만 쓰지 말고 관련 개념(이중 연결 리스트, 원형 연결 리스트, 큐)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-294,static 변수,Static Variable,프로그래밍 언어,S,S,프로그램 실행 동안 유지되는 정적 저장 기간을 가지거나 클래스 단위로 공유되는 변수입니다.,의미: static 변수는 값이 어떤 형태로 저장되고 어느 범위와 기간 동안 유효한지 설명하는 언어·메모리 개념입니다. 오류를 줄이려면 타입 검사와 메모리 위치를 함께 봐야 합니다. 동작/활용: 실무에서는 코드가 언제 검사·실행되고 값이 어디에 저장되며 객체와 함수가 어떻게 호출되는지 이해하는 기준이 됩니다.,"[[JIT 컴파일]], [[C 언어]], [[전역 변수]], [[재귀 함수]], [[컴파일러]]",05-08-산업은행-기출.md,"프로그래밍 언어 문제에서는 static 변수의 정의만 쓰지 말고 관련 개념(JIT 컴파일, C 언어, 전역 변수)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-295,Stop-and-Wait,Stop-and-Wait,네트워크,S,S,프레임 하나를 보낸 뒤 ACK를 받을 때까지 다음 프레임을 보내지 않는 전송 방식입니다.,"의미: Stop-and-Wait는 종단 간 데이터 전송의 신뢰성, 순서, 속도 조절, 연결 상태를 설명하는 개념입니다. 빠른 전송과 안정적 전송 중 무엇을 보장하는지 확인해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[혼잡 제어]], [[슬라이딩 윈도우]], [[Go-Back-N]], [[Selective Repeat]], [[TCP]]",05-14-01-한국은행-2019-컴퓨터공학-학술-파트-I.md; 05-06-예탁결제원-기출.md,"네트워크 문제에서는 Stop-and-Wait의 정의만 쓰지 말고 관련 개념(혼잡 제어, 슬라이딩 윈도우, Go-Back-N)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-296,전략 패턴,Strategy Pattern,소프트웨어공학,S,ㅈ,교체 가능한 알고리즘을 각각 캡슐화하고 실행 시점에 선택해 사용할 수 있게 하는 행동 패턴입니다.,의미: 전략 패턴은 코드와 시스템 구조를 변경에 강하고 이해하기 쉽게 만들기 위한 설계 개념입니다. 책임 분리와 의존성 방향을 어떻게 잡는지가 핵심입니다. 동작/활용: 실무에서는 변경 비용을 줄이고 결함을 조기에 발견하며 팀이 같은 구조와 절차로 개발하도록 돕습니다.,"[[싱글턴 패턴]], [[팩토리 패턴]], [[MVC]], [[테스트]], [[형상 관리]]",보강 개념(페이지 직접 언급 없음),"소프트웨어공학 문제에서는 전략 패턴의 정의만 쓰지 말고 관련 개념(싱글턴 패턴, 팩토리 패턴, MVC)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
CS-297,서브넷,Subnet,네트워크,S,ㅅ,하나의 IP 네트워크를 관리와 라우팅 효율을 위해 더 작은 논리 네트워크로 나눈 것입니다.,"의미: 서브넷은 패킷이 출발지에서 목적지까지 도달하도록 주소를 정하고 경로를 찾는 데 쓰이는 개념입니다. 같은 네트워크 안의 전달인지, 다른 네트워크로의 전달인지 구분해야 합니다. 동작/활용: 실무에서는 장애 구간을 계층별로 분리하고 패킷 흐름, 주소 변환, 연결 상태, 암호화 여부를 확인할 때 사용됩니다.","[[IPv4]], [[IPv6]], [[서브넷 마스크]], [[CIDR]], [[TCP]]",05-08-산업은행-기출.md; 08-04-라우팅과-서브넷.md; 05-14-01-한국은행-2019-컴퓨터공학-학술-파트-I.md,"네트워크 문제에서는 서브넷의 정의만 쓰지 말고 관련 개념(IPv4, IPv6, 서브넷 마스크)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,,0
